cell_type,marker_gene,species,organ,tissue_class,tissue_type,cancer,database
Type I spiral ganglion neuron,Sowahb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
O cell,Sox10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Sox10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Sox10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Early intermediate precursor cell,Sox11,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Sox12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Sox17,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neural stem cell,Sox2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Sox2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Sox2ot,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuroblast,Sox5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Sox6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Sox9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Sox9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neural stem cell,Sox9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Quiescent neural stem cell,Sox9,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
CCK basket cell,Sp8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Spag16,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Spag17,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Sparc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Sparcl1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Spata13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spata13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Spata17,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Spata24,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Spats2l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Specc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Spef2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Speg,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sphk1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Sphkap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spire2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spock1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Spock1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spock2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Spon1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sppl2a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Spred2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Sprn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Spry3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Spsb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Spsb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Spsb4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sptb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Sptb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sptbn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sptbn4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sptssb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Srgn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Srrm4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ssbp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Ssr4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Sst,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Interneuron-selective cell,St3gal1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,St3gal1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,St3gal2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,St3gal3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,St3gal5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,St3gal6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,St3gal6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,St5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,St6gal1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,St6galnac2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,St6galnac3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,St6galnac5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,St8sia4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Stab1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Stard13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Stard13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Stard3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Stard8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Stard8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Stat6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Steap2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Stk24,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Stk32a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Stk40,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuroblast,Stmn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Stmn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Stmn3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Stmn4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Strip2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Stx1b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Stxbp5l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Styx,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sucla2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Sugct,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sugp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Sulf2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sulf2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sun2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Susd5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Susd5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Susd6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Sv2b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sv2b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sv2c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Syce2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syde1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sympk,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Syndig1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syne1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Syne4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Syngr1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Synj2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Synj2bp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Synm,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Sys1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Syt1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Syt1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syt12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Syt2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syt2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syt3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Syt5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Syt7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tab1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Tac1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
CCK basket cell,Tac2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tacc2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tagap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Tagln,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tagln3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tagln3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tanc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tax1bp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tbc1d10a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tbc1d16,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tbc1d22a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tbc1d30,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tbc1d4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tbc1d8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tbcel,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tbl1x,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Tbxas1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Tbxas1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tcea2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tcea3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tcerg1l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Tcf7l1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tcn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tdp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tec,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tecpr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Tek,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tenm2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Terf2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tesc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tet1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tex15,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tex33,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tex43,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tfdp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tfip11,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Tgfb3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Tgfbr1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Tgfbr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Tgfbr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tgfbr3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Th,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thap11,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Thbs1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Activated neural stem cell,Thbs4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Them6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thoc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thoc5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thrb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neural stem cell,Thrsp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Thrsp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Thsd7b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thsd7b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thtpa,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Thy1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tiam1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Timm10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Martinotti cell,Timp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Timp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tinf2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tirap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tjp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tjp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Tlcd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tle4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tlr4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tlr5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Tm4sf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Tm4sf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Tm4sf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tm4sf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tm6sf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmbim1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmcc3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Tmeff2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem104,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem106a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem108,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tmem117,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Tmem119,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem119,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Tmem125,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem132b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem132c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Tmem132d,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem132e,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem132e,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem135,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Tmem151a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Tmem163,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem169,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem176a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem176b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem179,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem184c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem186,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem196,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Tmem196,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Tmem200a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem200a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Tmem212,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem221,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem222,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem229a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem229b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem229b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Tmem232,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem240,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmem241,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem246,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Tmem255b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem29,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem41a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tmem47,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem63b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tmem65,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem70,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Tmem88b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmem94,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tmod1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmprss3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Tmprss4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Tmprss7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmsb10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmtc2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tmx1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Tnc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tnc,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Tnfaip6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Tnfaip8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Tnfrsf11a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Tnfrsf19,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tnfrsf21,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Tnks1bp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tnnt1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Tnr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tnr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Tns1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tns1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Tns3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tns3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Tob1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Tom1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
